[*] Load dataset...
[*] Fix malformed data...
[*] Split...
[*] Encoding...
[*] -> text...
[*] Encoding complete!
==============================
Using GPU for training
Dataset: FakeNewsNet-politifact
TMU params: num-clauses=5000, T=200, s=10.0
Epochs: 150
Feature(s): text
max-vocab=15000, max-domain=500, max-tweet=500
====================
Train size: 844
Train classes: 2
Test size: 212
Test classes: 2
Total features: 2934
==============================
[*] Training for 150 epochs...
Epoch   1: Train%/Test% | Accuracy: 41.94%/36.79%/usr/local/lib/python3.8/dist-packages/sklearn/metrics/_classification.py:1245: UndefinedMetricWarning: Precision is ill-defined and being set to 0.0 in labels with no predicted samples. Use `zero_division` parameter to control this behavior.
  _warn_prf(average, modifier, msg_start, len(result))
Epoch  10: Train%/Test% | Accuracy: 77.01%/74.06% | Precision: 77.35%/73.03% | Recall: 74.99%/69.03% | F1: 75.53%/69.87% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  11: Train%/Test% | Accuracy: 77.73%/73.58% | Precision: 77.89%/72.15% | Recall: 75.92%/68.92% | F1: 76.43%/69.69% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  12: Train%/Test% | Accuracy: 77.49%/74.06% | Precision: 77.18%/72.38% | Recall: 76.14%/70.10% | F1: 76.49%/70.78% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  13: Train%/Test% | Accuracy: 77.25%/72.64% | Precision: 76.73%/70.52% | Recall: 76.25%/69.52% | F1: 76.45%/69.90% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  14: Train%/Test% | Accuracy: 77.61%/75.00% | Precision: 77.01%/73.11% | Recall: 77.03%/72.72% | F1: 77.02%/72.90% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  15: Train%/Test% | Accuracy: 77.61%/74.06% | Precision: 77.01%/72.08% | Recall: 77.11%/71.71% | F1: 77.05%/71.88% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  16: Train%/Test% | Accuracy: 77.73%/72.17% | Precision: 77.22%/70.35% | Recall: 77.72%/71.02% | F1: 77.37%/70.60% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  17: Train%/Test% | Accuracy: 78.79%/75.47% | Precision: 78.22%/73.66% | Recall: 78.40%/73.90% | F1: 78.30%/73.77% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  18: Train%/Test% | Accuracy: 77.61%/72.17% | Precision: 77.06%/70.35% | Recall: 77.46%/71.02% | F1: 77.20%/70.60% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  19: Train%/Test% | Accuracy: 76.66%/71.23% | Precision: 76.17%/69.75% | Recall: 76.68%/70.81% | F1: 76.31%/69.99% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  20: Train%/Test% | Accuracy: 77.96%/70.75% | Precision: 77.55%/69.35% | Recall: 78.16%/70.44% | F1: 77.67%/69.56% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  21: Train%/Test% | Accuracy: 78.32%/72.17% | Precision: 77.80%/70.26% | Recall: 78.27%/70.75% | F1: 77.95%/70.46% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  22: Train%/Test% | Accuracy: 78.32%/73.58% | Precision: 77.84%/71.98% | Recall: 78.39%/72.94% | F1: 77.99%/72.28% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  23: Train%/Test% | Accuracy: 73.70%/62.26% | Precision: 76.16%/65.68% | Recall: 75.90%/66.13% | F1: 73.69%/62.23% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  24: Train%/Test% | Accuracy: 71.33%/58.49% | Precision: 74.82%/63.29% | Recall: 73.93%/63.15% | F1: 71.27%/58.49% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  25: Train%/Test% | Accuracy: 65.28%/52.83% | Precision: 72.49%/60.55% | Recall: 69.12%/59.20% | F1: 64.72%/52.49% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch  26: Train%/Test% | Accuracy: 65.28%/53.30% | Precision: 72.96%/60.87% | Recall: 69.24%/59.58% | F1: 64.65%/53.00% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  27: Train%/Test% | Accuracy: 67.42%/54.72% | Precision: 73.55%/61.31% | Recall: 70.92%/60.43% | F1: 67.07%/54.57% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  28: Train%/Test% | Accuracy: 66.59%/55.66% | Precision: 73.08%/62.41% | Recall: 70.21%/61.44% | F1: 66.17%/55.52% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch  29: Train%/Test% | Accuracy: 68.13%/57.55% | Precision: 74.10%/64.09% | Recall: 71.57%/63.20% | F1: 67.82%/57.45% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  30: Train%/Test% | Accuracy: 68.25%/56.60% | Precision: 74.03%/62.54% | Recall: 71.63%/61.92% | F1: 67.96%/56.54% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  31: Train%/Test% | Accuracy: 70.14%/58.49% | Precision: 74.29%/63.29% | Recall: 72.99%/63.15% | F1: 70.04%/58.49% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  32: Train%/Test% | Accuracy: 80.09%/74.06% | Precision: 79.55%/72.08% | Recall: 79.68%/71.71% | F1: 79.61%/71.88% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch  33: Train%/Test% | Accuracy: 81.40%/76.89% | Precision: 80.90%/75.18% | Recall: 80.92%/74.75% | F1: 80.91%/74.95% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  34: Train%/Test% | Accuracy: 76.30%/66.98% | Precision: 77.25%/68.08% | Recall: 77.75%/69.33% | F1: 76.27%/66.68% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch  35: Train%/Test% | Accuracy: 75.83%/66.04% | Precision: 76.96%/67.13% | Recall: 77.38%/68.31% | F1: 75.81%/65.73% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  36: Train%/Test% | Accuracy: 81.87%/75.00% | Precision: 81.55%/73.22% | Recall: 81.02%/71.92% | F1: 81.24%/72.41% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  37: Train%/Test% | Accuracy: 81.28%/72.64% | Precision: 81.02%/71.42% | Recall: 81.80%/72.73% | F1: 81.09%/71.63% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  38: Train%/Test% | Accuracy: 79.74%/71.23% | Precision: 79.68%/70.44% | Recall: 80.47%/71.88% | F1: 79.59%/70.42% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch  39: Train%/Test% | Accuracy: 71.21%/58.96% | Precision: 74.35%/62.79% | Recall: 73.68%/62.98% | F1: 71.17%/58.95% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  40: Train%/Test% | Accuracy: 71.09%/59.43% | Precision: 74.27%/63.10% | Recall: 73.57%/63.36% | F1: 71.05%/59.42% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  41: Train%/Test% | Accuracy: 80.57%/73.58% | Precision: 80.03%/71.60% | Recall: 80.21%/71.60% | F1: 80.11%/71.60% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch  42: Train%/Test% | Accuracy: 79.15%/73.58% | Precision: 78.64%/71.78% | Recall: 79.14%/72.41% | F1: 78.80%/72.03% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch  43: Train%/Test% | Accuracy: 70.97%/57.55% | Precision: 74.49%/61.86% | Recall: 73.59%/61.86% | F1: 70.92%/57.55% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  44: Train%/Test% | Accuracy: 70.97%/57.55% | Precision: 74.60%/62.27% | Recall: 73.63%/62.13% | F1: 70.91%/57.54% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  45: Train%/Test% | Accuracy: 71.09%/57.08% | Precision: 74.27%/61.16% | Recall: 73.57%/61.22% | F1: 71.05%/57.07% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  46: Train%/Test% | Accuracy: 72.51%/58.49% | Precision: 74.60%/62.10% | Recall: 74.52%/62.34% | F1: 72.51%/58.48% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  47: Train%/Test% | Accuracy: 79.74%/73.58% | Precision: 79.29%/71.56% | Recall: 78.91%/71.07% | F1: 79.07%/71.28% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch  48: Train%/Test% | Accuracy: 80.45%/74.53% | Precision: 79.95%/72.60% | Recall: 79.83%/72.08% | F1: 79.89%/72.31% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch  49: Train%/Test% | Accuracy: 81.28%/73.11% | Precision: 81.08%/71.82% | Recall: 81.88%/73.11% | F1: 81.11%/72.07% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch  50: Train%/Test% | Accuracy: 80.45%/73.11% | Precision: 80.47%/72.34% | Recall: 81.28%/73.91% | F1: 80.33%/72.36% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch  51: Train%/Test% | Accuracy: 80.57%/73.58% | Precision: 80.57%/72.23% | Recall: 81.38%/73.48% | F1: 80.44%/72.51% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  52: Train%/Test% | Accuracy: 71.45%/58.49% | Precision: 75.00%/63.29% | Recall: 74.08%/63.15% | F1: 71.39%/58.49% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch  53: Train%/Test% | Accuracy: 71.80%/59.43% | Precision: 75.43%/63.48% | Recall: 74.46%/63.62% | F1: 71.74%/59.43% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  54: Train%/Test% | Accuracy: 71.92%/58.02% | Precision: 75.50%/62.99% | Recall: 74.56%/62.77% | F1: 71.87%/58.01% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch  55: Train%/Test% | Accuracy: 68.72%/57.55% | Precision: 73.79%/62.69% | Recall: 71.89%/62.40% | F1: 68.52%/57.53% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch  56: Train%/Test% | Accuracy: 72.75%/60.38% | Precision: 75.45%/64.09% | Recall: 75.04%/64.37% | F1: 72.74%/60.36% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch  57: Train%/Test% | Accuracy: 72.99%/59.43% | Precision: 75.51%/62.72% | Recall: 75.21%/63.09% | F1: 72.98%/59.40% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  58: Train%/Test% | Accuracy: 80.92%/72.17% | Precision: 80.68%/70.86% | Recall: 81.45%/72.09% | F1: 80.74%/71.09% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch  59: Train%/Test% | Accuracy: 81.04%/73.58% | Precision: 80.71%/71.98% | Recall: 81.44%/72.94% | F1: 80.82%/72.28% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch  60: Train%/Test% | Accuracy: 80.57%/71.70% | Precision: 80.17%/69.72% | Recall: 80.83%/70.11% | F1: 80.31%/69.89% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch  61: Train%/Test% | Accuracy: 81.40%/71.23% | Precision: 80.96%/69.04% | Recall: 81.59%/68.93% | F1: 81.13%/68.98% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch  62: Train%/Test% | Accuracy: 81.16%/72.17% | Precision: 80.97%/70.58% | Recall: 81.78%/71.56% | F1: 80.99%/70.86% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch  63: Train%/Test% | Accuracy: 83.53%/73.11% | Precision: 83.07%/71.12% | Recall: 83.66%/71.23% | F1: 83.26%/71.17% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch  64: Train%/Test% | Accuracy: 75.12%/62.26% | Precision: 76.73%/63.94% | Recall: 76.92%/64.79% | F1: 75.11%/62.05% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  65: Train%/Test% | Accuracy: 68.60%/57.08% | Precision: 74.10%/61.55% | Recall: 71.90%/61.49% | F1: 68.35%/57.07% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  66: Train%/Test% | Accuracy: 70.02%/58.49% | Precision: 74.57%/62.88% | Recall: 73.01%/62.88% | F1: 69.89%/58.49% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch  67: Train%/Test% | Accuracy: 73.22%/61.32% | Precision: 76.13%/64.32% | Recall: 75.61%/64.85% | F1: 73.20%/61.27% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch  68: Train%/Test% | Accuracy: 75.12%/63.21% | Precision: 76.73%/64.89% | Recall: 76.92%/65.81% | F1: 75.11%/63.00% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch  69: Train%/Test% | Accuracy: 75.71%/65.57% | Precision: 77.08%/66.51% | Recall: 77.40%/67.67% | F1: 75.70%/65.22% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  70: Train%/Test% | Accuracy: 75.24%/63.68% | Precision: 76.81%/64.91% | Recall: 77.03%/65.91% | F1: 75.23%/63.39% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch  71: Train%/Test% | Accuracy: 75.00%/64.15% | Precision: 76.65%/65.54% | Recall: 76.82%/66.55% | F1: 75.00%/63.89% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch  72: Train%/Test% | Accuracy: 82.11%/73.11% | Precision: 81.89%/71.33% | Recall: 82.71%/72.03% | F1: 81.94%/71.60% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch  73: Train%/Test% | Accuracy: 73.46%/58.96% | Precision: 76.10%/62.41% | Recall: 75.73%/62.72% | F1: 73.45%/58.94% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch  74: Train%/Test% | Accuracy: 72.63%/58.02% | Precision: 75.75%/61.79% | Recall: 75.10%/61.97% | F1: 72.60%/58.01% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch  75: Train%/Test% | Accuracy: 67.65%/55.66% | Precision: 73.29%/61.47% | Recall: 71.01%/60.91% | F1: 67.37%/55.60% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch  76: Train%/Test% | Accuracy: 70.02%/57.08% | Precision: 74.33%/61.96% | Recall: 72.93%/61.76% | F1: 69.91%/57.07% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch  77: Train%/Test% | Accuracy: 70.14%/56.60% | Precision: 74.29%/61.65% | Recall: 72.99%/61.39% | F1: 70.04%/56.59% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch  78: Train%/Test% | Accuracy: 74.76%/61.32% | Precision: 76.64%/63.62% | Recall: 76.70%/64.31% | F1: 74.76%/61.20% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch  79: Train%/Test% | Accuracy: 74.76%/61.79% | Precision: 76.72%/63.94% | Recall: 76.74%/64.69% | F1: 74.76%/61.65% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch  80: Train%/Test% | Accuracy: 74.29%/60.85% | Precision: 76.56%/63.31% | Recall: 76.41%/63.94% | F1: 74.29%/60.74% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch  81: Train%/Test% | Accuracy: 80.09%/70.75% | Precision: 80.49%/70.07% | Recall: 81.25%/71.51% | F1: 80.02%/69.98% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch  82: Train%/Test% | Accuracy: 80.09%/68.87% | Precision: 80.60%/68.40% | Recall: 81.33%/69.75% | F1: 80.04%/68.14% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch  83: Train%/Test% | Accuracy: 71.56%/55.66% | Precision: 75.50%/61.47% | Recall: 74.33%/60.91% | F1: 71.49%/55.60% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch  84: Train%/Test% | Accuracy: 80.81%/72.17% | Precision: 80.97%/71.03% | Recall: 81.78%/72.36% | F1: 80.71%/71.19% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch  85: Train%/Test% | Accuracy: 80.69%/70.75% | Precision: 80.96%/69.87% | Recall: 81.76%/71.24% | F1: 80.60%/69.89% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch  86: Train%/Test% | Accuracy: 81.40%/73.11% | Precision: 81.63%/72.15% | Recall: 82.45%/73.64% | F1: 81.31%/72.27% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch  87: Train%/Test% | Accuracy: 80.81%/71.70% | Precision: 81.01%/70.82% | Recall: 81.82%/72.25% | F1: 80.71%/70.86% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch  88: Train%/Test% | Accuracy: 81.75%/75.00% | Precision: 81.72%/73.60% | Recall: 82.56%/74.87% | F1: 81.63%/73.93% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch  89: Train%/Test% | Accuracy: 81.04%/74.06% | Precision: 81.25%/72.93% | Recall: 82.07%/74.39% | F1: 80.95%/73.15% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  90: Train%/Test% | Accuracy: 81.99%/75.94% | Precision: 81.99%/74.57% | Recall: 82.84%/75.88% | F1: 81.87%/74.91% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch  91: Train%/Test% | Accuracy: 81.52%/72.64% | Precision: 81.73%/71.77% | Recall: 82.55%/73.27% | F1: 81.43%/71.83% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch  92: Train%/Test% | Accuracy: 81.04%/71.23% | Precision: 81.34%/70.65% | Recall: 82.14%/72.15% | F1: 80.96%/70.51% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  93: Train%/Test% | Accuracy: 81.64%/72.17% | Precision: 81.87%/71.39% | Recall: 82.69%/72.90% | F1: 81.55%/71.39% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch  94: Train%/Test% | Accuracy: 81.28%/73.11% | Precision: 81.44%/72.15% | Recall: 82.27%/73.64% | F1: 81.18%/72.27% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch  95: Train%/Test% | Accuracy: 83.06%/75.94% | Precision: 82.81%/74.36% | Recall: 83.64%/75.34% | F1: 82.89%/74.70% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch  96: Train%/Test% | Accuracy: 82.82%/75.47% | Precision: 82.63%/74.03% | Recall: 83.48%/75.24% | F1: 82.67%/74.37% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  97: Train%/Test% | Accuracy: 83.06%/74.06% | Precision: 82.90%/72.78% | Recall: 83.76%/74.12% | F1: 82.91%/73.05% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch  98: Train%/Test% | Accuracy: 82.82%/77.83% | Precision: 82.40%/76.26% | Recall: 82.26%/75.50% | F1: 82.33%/75.83% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch  99: Train%/Test% | Accuracy: 82.23%/76.42% | Precision: 81.74%/74.65% | Recall: 81.83%/74.65% | F1: 81.78%/74.65% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch 100: Train%/Test% | Accuracy: 83.29%/78.77% | Precision: 82.96%/77.52% | Recall: 82.59%/75.98% | F1: 82.76%/76.57% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch 101: Train%/Test% | Accuracy: 82.70%/78.30% | Precision: 82.28%/76.83% | Recall: 82.12%/75.87% | F1: 82.20%/76.27% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch 102: Train%/Test% | Accuracy: 82.23%/77.36% | Precision: 81.72%/75.66% | Recall: 81.91%/75.93% | F1: 81.81%/75.79% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch 103: Train%/Test% | Accuracy: 83.18%/79.25% | Precision: 82.77%/77.88% | Recall: 82.61%/76.88% | F1: 82.69%/77.30% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch 104: Train%/Test% | Accuracy: 75.24%/61.79% | Precision: 77.20%/64.28% | Recall: 77.22%/64.95% | F1: 75.24%/61.69% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 105: Train%/Test% | Accuracy: 74.05%/63.21% | Precision: 76.85%/65.91% | Recall: 76.40%/66.61% | F1: 74.04%/63.13% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch 106: Train%/Test% | Accuracy: 73.34%/61.79% | Precision: 76.30%/65.00% | Recall: 75.75%/65.49% | F1: 73.32%/61.75% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch 107: Train%/Test% | Accuracy: 71.21%/58.96% | Precision: 75.63%/64.02% | Recall: 74.15%/63.79% | F1: 71.09%/58.95% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch 108: Train%/Test% | Accuracy: 72.51%/60.38% | Precision: 76.30%/64.09% | Recall: 75.23%/64.37% | F1: 72.45%/60.36% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch 109: Train%/Test% | Accuracy: 72.27%/60.38% | Precision: 76.15%/64.09% | Recall: 75.02%/64.37% | F1: 72.21%/60.36% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 110: Train%/Test% | Accuracy: 72.16%/60.38% | Precision: 76.08%/64.09% | Recall: 74.92%/64.37% | F1: 72.08%/60.36% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch 111: Train%/Test% | Accuracy: 72.39%/60.85% | Precision: 76.12%/64.79% | Recall: 75.09%/65.01% | F1: 72.33%/60.84% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch 112: Train%/Test% | Accuracy: 69.31%/57.08% | Precision: 75.31%/62.84% | Recall: 72.75%/62.29% | F1: 69.03%/57.03% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch 113: Train%/Test% | Accuracy: 83.89%/78.77% | Precision: 83.44%/77.17% | Recall: 84.08%/77.58% | F1: 83.64%/77.36% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch 114: Train%/Test% | Accuracy: 82.70%/75.94% | Precision: 82.63%/74.36% | Recall: 83.49%/75.34% | F1: 82.57%/74.70% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 115: Train%/Test% | Accuracy: 83.65%/75.00% | Precision: 83.45%/73.49% | Recall: 84.31%/74.60% | F1: 83.50%/73.82% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 116: Train%/Test% | Accuracy: 74.76%/60.85% | Precision: 77.50%/64.02% | Recall: 77.09%/64.48% | F1: 74.75%/60.81% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 117: Train%/Test% | Accuracy: 74.53%/61.32% | Precision: 77.25%/64.32% | Recall: 76.85%/64.85% | F1: 74.52%/61.27% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch 118: Train%/Test% | Accuracy: 73.22%/61.32% | Precision: 76.63%/64.69% | Recall: 75.80%/65.12% | F1: 73.18%/61.29% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 119: Train%/Test% | Accuracy: 73.58%/60.85% | Precision: 76.36%/64.02% | Recall: 75.91%/64.48% | F1: 73.56%/60.81% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch 120: Train%/Test% | Accuracy: 74.05%/61.32% | Precision: 76.95%/64.32% | Recall: 76.44%/64.85% | F1: 74.04%/61.27% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch 121: Train%/Test% | Accuracy: 83.77%/75.00% | Precision: 83.64%/73.89% | Recall: 84.53%/75.40% | F1: 83.64%/74.12% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch 122: Train%/Test% | Accuracy: 84.48%/72.64% | Precision: 84.26%/71.59% | Recall: 85.14%/73.00% | F1: 84.33%/71.73% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch 123: Train%/Test% | Accuracy: 83.65%/73.58% | Precision: 83.51%/72.23% | Recall: 84.39%/73.48% | F1: 83.52%/72.51% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch 124: Train%/Test% | Accuracy: 83.65%/72.64% | Precision: 83.73%/71.77% | Recall: 84.62%/73.27% | F1: 83.55%/71.83% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 125: Train%/Test% | Accuracy: 82.82%/73.11% | Precision: 82.92%/71.98% | Recall: 83.79%/73.37% | F1: 82.72%/72.17% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch 126: Train%/Test% | Accuracy: 81.99%/72.17% | Precision: 82.45%/71.39% | Recall: 83.24%/72.90% | F1: 81.93%/71.39% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch 127: Train%/Test% | Accuracy: 83.06%/74.53% | Precision: 83.20%/73.33% | Recall: 84.08%/74.76% | F1: 82.97%/73.59% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 128: Train%/Test% | Accuracy: 84.00%/74.53% | Precision: 83.79%/73.19% | Recall: 84.66%/74.49% | F1: 83.86%/73.49% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 129: Train%/Test% | Accuracy: 84.12%/74.06% | Precision: 83.84%/72.64% | Recall: 84.68%/73.85% | F1: 83.96%/72.94% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 130: Train%/Test% | Accuracy: 83.89%/73.11% | Precision: 83.68%/71.82% | Recall: 84.55%/73.11% | F1: 83.74%/72.07% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 131: Train%/Test% | Accuracy: 83.77%/74.06% | Precision: 83.52%/72.52% | Recall: 84.37%/73.58% | F1: 83.61%/72.83% | Time: fit=017s, train=003s, test=001s, total=020s
