[*] Load dataset...
[*] Fix malformed data...
[*] Split...
[*] Encoding...
[*] -> text...
[*] Encoding complete!
==============================
Using GPU for training
Dataset: FakeNewsNet-politifact
TMU params: num-clauses=5000, T=200, s=15.0
Epochs: 150
Feature(s): text
max-vocab=15000, max-domain=500, max-tweet=500
====================
Train size: 844
Train classes: 2
Test size: 212
Test classes: 2
Total features: 2934
==============================
[*] Training for 150 epochs...
Epoch   1: Train%/Test% | Accuracy: 41.94%/36.79%/usr/local/lib/python3.8/dist-packages/sklearn/metrics/_classification.py:1245: UndefinedMetricWarning: Precision is ill-defined and being set to 0.0 in labels with no predicted samples. Use `zero_division` parameter to control this behavior.
  _warn_prf(average, modifier, msg_start, len(result))
/usr/local/lib/python3.8/dist-packages/sklearn/metrics/_classification.py:1245: UndefinedMetricWarning: Precision is ill-defined and being set to 0.0 in labels with no predicted samples. Use `zero_division` parameter to control this behavior.
  _warn_prf(average, modifier, msg_start, len(result))
Epoch 112: Train%/Test% | Accuracy: 79.62%/65.57% | Precision: 81.66%/67.79% | Recall: 81.70%/68.74% | F1: 79.62%/65.44% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 113: Train%/Test% | Accuracy: 78.79%/65.09% | Precision: 80.94%/67.14% | Recall: 80.91%/68.10% | F1: 78.79%/64.94% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch 114: Train%/Test% | Accuracy: 78.79%/65.57% | Precision: 80.76%/67.79% | Recall: 80.83%/68.74% | F1: 78.79%/65.44% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 115: Train%/Test% | Accuracy: 81.52%/71.70% | Precision: 82.64%/71.96% | Recall: 83.18%/73.59% | F1: 81.50%/71.27% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 116: Train%/Test% | Accuracy: 85.90%/75.94% | Precision: 85.78%/74.57% | Recall: 86.72%/75.88% | F1: 85.79%/74.91% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 117: Train%/Test% | Accuracy: 86.14%/75.94% | Precision: 86.05%/74.70% | Recall: 87.00%/76.15% | F1: 86.03%/75.01% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 118: Train%/Test% | Accuracy: 86.14%/75.94% | Precision: 85.92%/74.84% | Recall: 86.85%/76.42% | F1: 86.01%/75.10% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 119: Train%/Test% | Accuracy: 85.07%/75.47% | Precision: 84.93%/74.44% | Recall: 85.85%/76.04% | F1: 84.95%/74.66% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 120: Train%/Test% | Accuracy: 85.19%/75.47% | Precision: 85.21%/74.29% | Recall: 86.15%/75.77% | F1: 85.10%/74.57% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch 121: Train%/Test% | Accuracy: 85.78%/75.00% | Precision: 85.71%/73.74% | Recall: 86.66%/75.13% | F1: 85.68%/74.03% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch 122: Train%/Test% | Accuracy: 85.66%/75.47% | Precision: 85.57%/74.44% | Recall: 86.52%/76.04% | F1: 85.56%/74.66% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 123: Train%/Test% | Accuracy: 84.12%/77.36% | Precision: 83.80%/75.78% | Recall: 84.60%/76.73% | F1: 83.94%/76.14% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch 124: Train%/Test% | Accuracy: 84.24%/72.64% | Precision: 84.73%/72.17% | Recall: 85.57%/73.80% | F1: 84.19%/72.00% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 125: Train%/Test% | Accuracy: 84.72%/74.06% | Precision: 84.82%/73.49% | Recall: 85.74%/75.19% | F1: 84.63%/73.41% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch 126: Train%/Test% | Accuracy: 85.31%/75.94% | Precision: 85.35%/75.00% | Recall: 86.29%/76.68% | F1: 85.22%/75.19% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch 127: Train%/Test% | Accuracy: 85.07%/76.42% | Precision: 85.11%/75.40% | Recall: 86.05%/77.06% | F1: 84.98%/75.63% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 128: Train%/Test% | Accuracy: 85.90%/77.83% | Precision: 85.81%/76.61% | Recall: 86.76%/78.18% | F1: 85.79%/76.97% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 129: Train%/Test% | Accuracy: 85.90%/77.36% | Precision: 85.74%/76.07% | Recall: 86.68%/77.54% | F1: 85.78%/76.43% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 130: Train%/Test% | Accuracy: 85.55%/77.83% | Precision: 85.44%/76.49% | Recall: 86.37%/77.91% | F1: 85.43%/76.88% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 131: Train%/Test% | Accuracy: 85.90%/77.83% | Precision: 85.74%/76.61% | Recall: 86.68%/78.18% | F1: 85.78%/76.97% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 132: Train%/Test% | Accuracy: 86.02%/76.89% | Precision: 85.82%/75.65% | Recall: 86.74%/77.16% | F1: 85.89%/75.99% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch 133: Train%/Test% | Accuracy: 86.26%/77.36% | Precision: 86.18%/76.07% | Recall: 87.14%/77.54% | F1: 86.16%/76.43% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch 134: Train%/Test% | Accuracy: 79.98%/67.45% | Precision: 81.64%/69.03% | Recall: 81.89%/70.24% | F1: 79.97%/67.24% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 135: Train%/Test% | Accuracy: 79.38%/66.98% | Precision: 81.24%/68.72% | Recall: 81.38%/69.86% | F1: 79.38%/66.79% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 136: Train%/Test% | Accuracy: 79.15%/67.45% | Precision: 81.08%/69.03% | Recall: 81.18%/70.24% | F1: 79.15%/67.24% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 137: Train%/Test% | Accuracy: 86.85%/76.42% | Precision: 86.58%/75.24% | Recall: 87.50%/76.79% | F1: 86.71%/75.54% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 138: Train%/Test% | Accuracy: 80.33%/68.87% | Precision: 81.88%/69.68% | Recall: 82.20%/71.09% | F1: 80.33%/68.53% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 139: Train%/Test% | Accuracy: 79.74%/69.34% | Precision: 81.48%/69.73% | Recall: 81.69%/71.19% | F1: 79.74%/68.91% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch 140: Train%/Test% | Accuracy: 80.33%/70.28% | Precision: 81.81%/70.95% | Recall: 82.16%/72.47% | F1: 80.32%/69.93% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 141: Train%/Test% | Accuracy: 80.81%/70.75% | Precision: 82.14%/71.28% | Recall: 82.57%/72.85% | F1: 80.79%/70.38% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch 142: Train%/Test% | Accuracy: 81.04%/70.28% | Precision: 82.38%/70.95% | Recall: 82.81%/72.47% | F1: 81.03%/69.93% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 143: Train%/Test% | Accuracy: 79.98%/67.92% | Precision: 81.89%/69.34% | Recall: 82.01%/70.61% | F1: 79.98%/67.69% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch 144: Train%/Test% | Accuracy: 78.79%/69.34% | Precision: 80.85%/70.61% | Recall: 80.87%/72.00% | F1: 78.79%/69.09% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 145: Train%/Test% | Accuracy: 79.74%/68.40% | Precision: 81.56%/69.66% | Recall: 81.73%/70.98% | F1: 79.74%/68.14% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 146: Train%/Test% | Accuracy: 79.03%/67.92% | Precision: 81.01%/69.34% | Recall: 81.08%/70.61% | F1: 79.03%/67.69% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 147: Train%/Test% | Accuracy: 85.90%/77.83% | Precision: 85.63%/76.39% | Recall: 86.52%/77.64% | F1: 85.76%/76.78% | Time: fit=017s, train=003s, test=001s, total=020s
Epoch 148: Train%/Test% | Accuracy: 86.49%/78.30% | Precision: 86.22%/76.92% | Recall: 87.11%/78.28% | F1: 86.35%/77.33% | Time: fit=016s, train=003s, test=001s, total=020s
Epoch 149: Train%/Test% | Accuracy: 86.97%/79.72% | Precision: 86.67%/78.42% | Recall: 87.56%/79.94% | F1: 86.82%/78.85% | Time: fit=017s, train=003s, test=001s, total=021s
Epoch 150: Train%/Test% | Accuracy: 86.61%/79.25% | Precision: 86.43%/77.99% | Recall: 87.37%/79.56% | F1: 86.49%/78.40% | Time: fit=017s, train=003s, test=001s, total=021s
